Sample in Buffer,Sample in Window,TRIGGER,cpu/inst[31:0],cpu/pc[31:0],cpu/clk,cpu/SI_Reset_N,cpu/lock,cpu/counter[26:0],cpu/IO_Switch[15:0],cpu/IO_LED[15:0],cpu/dbg_resetn_cpu,cpu/dbg_imem_we,cpu/dbg_imem_addr[31:0],cpu/dbg_imem_din[31:0],cpu/dbg_dmem_ce,cpu/wpcir,cpu/dbg_dmem_addr[31:0],cpu/dbg_dmem_din[31:0],cpu/dbg_halt_cpu,cpu/IO_7SEGEN_N[7:0],cpu/IO_7SEG_N[6:0],cpu/npc[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
977,977,0,00552823,00000024,1,1,1,0bc034f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
978,978,0,00552823,00000024,0,1,1,0bc034f,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
979,979,0,ff5ff06f,00000028,1,1,1,0bc0350,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
980,980,0,ff5ff06f,00000028,0,1,1,0bc0350,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
981,981,0,00000000,00000018,1,1,1,0bc0351,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
982,982,0,00000000,00000018,0,1,1,0bc0351,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
983,983,0,0005a283,0000001c,1,1,1,0bc0352,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
984,984,0,0005a283,0000001c,0,1,1,0bc0352,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
985,985,0,00552023,00000020,1,1,1,0bc0353,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
986,986,0,00552023,00000020,0,1,1,0bc0353,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
987,987,0,00552023,00000020,1,1,1,0bc0354,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
988,988,0,00552023,00000020,0,1,1,0bc0354,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
989,989,0,00552823,00000024,1,1,1,0bc0355,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
990,990,0,00552823,00000024,0,1,1,0bc0355,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
991,991,0,ff5ff06f,00000028,1,1,1,0bc0356,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
992,992,0,ff5ff06f,00000028,0,1,1,0bc0356,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
993,993,0,00000000,00000018,1,1,1,0bc0357,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
994,994,0,00000000,00000018,0,1,1,0bc0357,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
995,995,0,0005a283,0000001c,1,1,1,0bc0358,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
996,996,0,0005a283,0000001c,0,1,1,0bc0358,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
997,997,0,00552023,00000020,1,1,1,0bc0359,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
998,998,0,00552023,00000020,0,1,1,0bc0359,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
999,999,0,00552023,00000020,1,1,1,0bc035a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
1000,1000,0,00552023,00000020,0,1,1,0bc035a,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
1001,1001,0,00552823,00000024,1,1,1,0bc035b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
1002,1002,0,00552823,00000024,0,1,1,0bc035b,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
1003,1003,0,ff5ff06f,00000028,1,1,1,0bc035c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
1004,1004,0,ff5ff06f,00000028,0,1,1,0bc035c,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
1005,1005,0,00000000,00000018,1,1,1,0bc035d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
1006,1006,0,00000000,00000018,0,1,1,0bc035d,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
1007,1007,0,0005a283,0000001c,1,1,1,0bc035e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
1008,1008,0,0005a283,0000001c,0,1,1,0bc035e,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
1009,1009,0,00552023,00000020,1,1,1,0bc035f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
1010,1010,0,00552023,00000020,0,1,1,0bc035f,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
1011,1011,0,00552023,00000020,1,1,1,0bc0360,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
1012,1012,0,00552023,00000020,0,1,1,0bc0360,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
1013,1013,0,00552823,00000024,1,1,1,0bc0361,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
1014,1014,0,00552823,00000024,0,1,1,0bc0361,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000028
1015,1015,0,ff5ff06f,00000028,1,1,1,0bc0362,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
1016,1016,0,ff5ff06f,00000028,0,1,1,0bc0362,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000018
1017,1017,0,00000000,00000018,1,1,1,0bc0363,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
1018,1018,0,00000000,00000018,0,1,1,0bc0363,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,0000001c
1019,1019,0,0005a283,0000001c,1,1,1,0bc0364,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
1020,1020,0,0005a283,0000001c,0,1,1,0bc0364,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000020
1021,1021,0,00552023,00000020,1,1,1,0bc0365,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
1022,1022,0,00552023,00000020,0,1,1,0bc0365,0000,0000,1,0,00000000,00000000,0,0,00000000,00000000,0,ef,01,00000024
1023,1023,0,00552023,00000020,1,1,1,0bc0366,0000,0000,1,0,00000000,00000000,0,1,00000000,00000000,0,ef,01,00000024
